code_arrond;aa_nom;immatriculation;is_anglophone;is_francophone;is_general;is_technique;is_normal;is_public;has_secondescycle;contact_tel;contact_whatsapp;contact_email;contact_BP;abbreviation;effective_fille;effective_garcon;effective_total;
ARR_EN041;LYCEE BILINGUE DE BOUKOULA;;1;1;1;0;0;1;1;;;;;;0;0;374;
ARR_EN041;LYCEE BILINGUE DE BOURHA;;1;1;1;0;0;1;1;;;;;;0;0;1125;
ARR_EN041;LYCEE DE GAMBOURA;;0;1;1;0;0;1;1;;;;;;0;0;777;
ARR_EN041;LYCEE DE GUILI;;0;1;1;0;0;1;1;;;;;;0;0;765;
ARR_EN041;LYCEE DE TCHEVI;;0;1;1;0;0;1;1;;;;;;0;0;631;4584
ARR_EN042;CETIC DE HINA;;0;1;0;1;0;1;0;;;;;;0;0;259;
ARR_EN042;LYCEE BILINGUE DE HINA;;1;1;1;0;0;1;1;;;;;;0;0;766;
ARR_EN042;LYCEE DE GAMDOUGOUM;;0;1;1;0;0;1;1;;;;;;0;0;411;
ARR_EN042;LYCEE DE ZOUVOUL;;0;1;1;0;0;1;1;;;;;;0;0;747;2183
ARR_EN043;CES DE DZAKOURMA;;0;1;1;0;0;1;0;;;;;;0;0;548;
ARR_EN043;CETIC DE MAKANDA;;0;1;0;1;0;1;0;;;;;;0;0;197;
ARR_EN043;COLLEGE ADVENTISTE DE KOZA;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN043;COLLEGE SAINT-JOSEPH DE KOZA;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN043;LYCEE BILINGUE DE KOZA;;1;1;1;0;0;1;1;;;;;;0;0;1362;
ARR_EN043;LYCEE DE GABOUA;;0;1;1;0;0;1;1;;;;;;0;0;680;
ARR_EN043;LYCEE DE GOUZDA;;0;1;1;0;0;1;1;;;;;;0;0;900;
ARR_EN043;LYCEE TECHNIQUE DE KOZA;;0;1;0;1;0;1;1;;;;;;0;0;650;11104
ARR_EN044;CES BILINGUE DE ZELEVED;;1;1;1;0;0;1;0;;;;;;0;0;115;
ARR_EN044;CES DE ASSIGHASSIA;;0;1;1;0;0;1;0;;;;;;0;0;19;
ARR_EN044;CETIC DE MOZOGO;;0;1;0;1;0;1;0;;;;;;0;0;285;
ARR_EN044;CETIC DE OUZAL;;0;1;0;1;0;1;0;;;;;;0;0;147;
ARR_EN044;LYCEE DE MOZOGO;;0;1;1;0;0;1;1;;;;;;0;0;1366;
ARR_EN044;LYCEE DE OUZAL;;0;1;1;0;0;1;1;;;;;;0;0;913;
ARR_EN045;CES DE GOURIA;;0;1;1;0;0;1;0;;;;;;0;0;230;
ARR_EN045;CES DE KILA;;0;1;1;0;0;1;0;;;;;;0;0;234;
ARR_EN045;CES DE LDIRI;;0;1;1;0;0;1;0;;;;;;0;0;193;
ARR_EN045;CETIC DE MOGODE;;0;1;0;1;0;1;0;;;;;;0;0;242;
ARR_EN045;CETIC DE RHUMZOU;;0;1;0;1;0;1;0;;;;;;0;0;369;
ARR_EN045;CETIC DE SIR;;0;1;0;1;0;1;0;;;;;;0;0;87;
ARR_EN045;COLLEGE SAINT CHARLES LWANGA DE MOGODE;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN045;LYCEE BILINGUE DE RHUMSIKI;;1;1;1;0;0;1;1;;;;;;0;0;613;
ARR_EN045;LYCEE DE HOUPOU;;0;1;1;0;0;1;1;;;;;;0;0;614;
ARR_EN045;LYCEE DE MOGODE;;0;1;1;0;0;1;1;;;;;;0;0;826;
ARR_EN045;LYCEE DE RHUMZOU;;0;1;1;0;0;1;1;;;;;;0;0;823;
ARR_EN045;LYCEE DE SIR;;0;1;1;0;0;1;1;;;;;;0;0;830;
ARR_EN046;CES DE BOULA;;0;1;1;0;0;1;0;;;;;;0;0;429;
ARR_EN046;CES DE DIMEO;;0;1;1;0;0;1;0;;;;;;0;0;356;
ARR_EN046;CES DE GAWAR;;0;1;1;0;0;1;0;;;;;;0;0;420;
ARR_EN046;CES DE GOLIGUECHE;;0;1;1;0;0;1;0;;;;;;0;0;370;
ARR_EN046;CES DE MAGOUMAZ;;0;1;1;0;0;1;0;;;;;;0;0;402;
ARR_EN046;CES DE MANDAKA;;0;1;1;0;0;1;0;;;;;;0;0;511;
ARR_EN046;CES DE SEGOULE;;0;1;1;0;0;1;0;;;;;;0;0;415;
ARR_EN046;CES DE TCHOUVOUK;;0;1;1;0;0;1;0;;;;;;0;0;476;
ARR_EN046;CES DE UKIA;;0;1;1;0;0;1;0;;;;;;0;0;546;
ARR_EN046;CETIC DE MOKOLA;;0;1;0;1;0;1;0;;;;;;0;0;165;
ARR_EN046;COLLEGE PRIVE LAIC LA REFERENCE DE MOKOLO;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN046;COLLEGE PROTESTANT DE MOKOLO;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN046;ENIEG DE MOKOLO;;0;1;1;0;1;1;1;;;;;;0;0;593;
ARR_EN046;ENIEG PRIVE BILINGUE DE MOKOLO;;1;1;1;0;1;0;1;;;;;;0;0;0;
ARR_EN046;LYCEE BILINGUE DE MINAWAO;;1;1;1;0;0;1;1;;;;;;0;0;431;
ARR_EN046;LYCEE BILINGUE DE MOKOLO;;1;1;1;0;0;1;1;;;;;;0;0;2586;
ARR_EN046;LYCEE CLASSIQUE DE MOKOLO;;0;1;1;0;0;1;1;;;;;;0;0;2261;
ARR_EN046;LYCEE DE KOSSEHONE;;0;1;1;0;0;1;1;;;;;;0;0;476;
ARR_EN046;LYCEE DE MOFOLE;;0;1;1;0;0;1;1;;;;;;0;0;1040;
ARR_EN046;LYCEE BILINGUE DE MOKOLA;;0;1;1;0;0;1;1;;;;;;0;0;550;
ARR_EN046;LYCEE DE MOKONG;;0;1;1;0;0;1;1;;;;;;0;0;791;
ARR_EN046;LYCEE DE TOUROU;;0;1;1;0;0;1;1;;;;;;0;0;693;
ARR_EN046;LYCEE DE ZAMAI;;0;1;1;0;0;1;1;;;;;;0;0;711;
ARR_EN046;LYCEE DE ZIDIM;;0;1;1;0;0;1;1;;;;;;0;0;775;
ARR_EN046;LYCEE TECHNIQUE DE MOKOLO;;0;1;0;1;0;1;1;;;;;;0;0;1429;
ARR_EN047;CES DE BAO-GREDE;;0;1;1;0;0;1;0;;;;;;0;0;541;
ARR_EN047;CES DE BAO-NDEVGAI;;0;1;1;0;0;1;0;;;;;;0;0;250;
ARR_EN047;CES DE MADAKONAI;;0;1;1;0;0;1;0;;;;;;0;0;386;
ARR_EN047;CES DE MAZAM;;0;1;1;0;0;1;0;;;;;;0;0;378;
ARR_EN047;CES DE MAZAYA;;0;1;1;0;0;1;0;;;;;;0;0;296;
ARR_EN047;CETIC DE ROUA;;0;1;0;1;0;1;0;;;;;;0;0;172;
ARR_EN047;CETIC DE SOULEDE WAYAM-DZOMA;;0;1;0;1;0;1;0;;;;;;0;0;140;
ARR_EN047;LYCEE DE BAO-DALZA;;0;1;1;0;0;1;1;;;;;;0;0;785;
ARR_EN047;LYCEE DE MIDRE;;0;1;1;0;0;1;1;;;;;;0;0;626;
ARR_EN047;LYCEE BILINGUE DE ROUA;;0;1;1;0;0;1;1;;;;;;0;0;800;
ARR_EN047;LYCEE DE SOULEDE;;0;1;1;0;0;1;1;;;;;;0;0;941;40751
ARR_EN004;COLLEGE PRIVE BILINGUE PIERRE ET MARIE CURIE DE MAROUA;;1;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN015;COLLEGE FRANCO-ARABE ISLAMIQUE ANOUR DE KOUSSERI;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN015;CES DE AJAINEDE;;0;1;1;0;0;1;0;;;;;;0;0;0;
ARR_EN020;CES BILINGUE DE LARA-WARSAYE;;0;1;1;0;0;1;0;;;;;;0;0;0;
ARR_EN032;COLLEGE PRIVE L. ST CL DE MIDJIVIN;;0;1;1;0;0;0;1;;;;;;0;0;0;
ARR_EN027;CES BILINGUE DE SAOURINGWA;;1;1;1;0;0;1;0;;;;;;0;0;0;
ARR_EN030;COLLEGE BILINGUE CARDINAL TUMI;;1;1;1;0;0;0;1;;;;;;0;0;0;
