DEP_SW01;ARR_SW002;LIMBE I;
DEP_SW01;ARR_SW003;LIMBE II;
DEP_SW01;ARR_SW004;LIMBE III;
DEP_SW01;ARR_SW005;MUYUKA;
DEP_SW01;ARR_SW006;TIKO;
DEP_SW01;ARR_SW007;WEST-COAST;
DEP_SW02;ARR_SW008;BANGEM;
DEP_SW02;ARR_SW009;NGUTI;
DEP_SW02;ARR_SW010;TOMBEL;
DEP_SW03;ARR_SW011;ALOU;
DEP_SW03;ARR_SW012;FONTEM;
DEP_SW03;ARR_SW013;WABANE;
DEP_SW04;ARR_SW014;AKWAYA;
DEP_SW04;ARR_SW015;EYUMODJOCK;
DEP_SW04;ARR_SW016;MAMFE;
DEP_SW04;ARR_SW017;UPPER-BAYANG;
DEP_SW05;ARR_SW018;KONYE;
DEP_SW05;ARR_SW019;KUMBA I;
DEP_SW05;ARR_SW020;KUMBA II;
DEP_SW05;ARR_SW021;KUMBA III;
DEP_SW05;ARR_SW022;MBONGE;
DEP_SW06;ARR_SW023;BAMUSSO;
DEP_SW06;ARR_SW024;DIKOME-BALUE;
DEP_SW06;ARR_SW025;EKONDO TITI;
DEP_SW06;ARR_SW026;IDABATO;
DEP_SW06;ARR_SW027;ISANGUELE;
DEP_SW06;ARR_SW028;KOMBO ABEDIMO;
DEP_SW06;ARR_SW029;KOMBO ITINDI;
DEP_SW06;ARR_SW030;MUNDEMBA;
DEP_SW06;ARR_SW031;TOKO;
